question,context,answer
how to configure persistent mac learning on an interface,set ethernet-switching-options secure-access-port interface <interface-name> persistent-learning,"Use the following command in the configuration mode:
set ethernet-switching-options secure-access-port interface <interface-name> persistent-learning
commit"
How to check the correctness of the configuration before commiting them,commit check,"Use the following command in the configuration mode:
commit check"
How to verify the correctness of the candidate configurations before commit,commit check,"Use the following command in the configuration mode:
commit check"
check the correctness of the candidate configurations,commit check,"Use the following command in the configuration mode:
commit check"
How to verify if a commit is pending in the operational mode,show system commit,"Use the following command in the operational mode:
show system commit"
How to verify if a commit is pending in the configuration mode,run show system commit,"Use the following command in the configuration mode:
run show system commit"
How to see what commits are scheduled from the configuration mode,run show system commit,"Use the following command in the configuration mode:
run show system commit"
Show commit history,show system commit,"Use the following command in the operational mode:
show system commit"
Show pending commits,show system commit,"Use the following command in the operational mode:
show system commit"
Show the pending commits and commit history,show system commit,"Use the following command in the operational mode:
show system commit"
How to cancel scheduled commits,clear system commit,"Use the following command in the operational mode:
clear system commit"
How to delete pending commits,clear system commit,"Use the following command in the operational mode:
clear system commit"
commit the current candidate configuration at 13:00:00,commit at <time>,"Use the following command in the configuration mode:
commit at 13:00:00"
schdule a commit at 8:00:00,commit at <time>,"Use the following command in the configuration  mode:
commit at 08:00:00"
how to schedule a commit,commit at <time>,"Use the following command in the configuration mode:
commit at <time>"
How to activate the candidate configurations temporarily,commit confirmed,"Use the following command in the configuration mode:
commit confirmed"
How to activate the candidate configurations temporarily for 15 minutes,commit confirmed <minutes>,"Use the following command in the configuration mode:
commit confirmed 15"
Activate the configuration changes for 2 minutes and then rollback,commit confirmed <minutes>,"Use the following command in the configuration mode:
commit confirmed 2"
Return to the most recently saved configuration,rollback,"Use the following command in the configuration mode:
rollback
commit"
reload the configurations of rollback 5,rollback <rollback-number>,"Use the following command in the configuration mode:
rollback 5
commit"
reload the rescue configurations,rollback rescue,"Use the following command in the configuration mode:
rollback rescue
commit"
rollbak to the rescue configurations,rollback rescue,"Use the following command in the configuration mode:
rollback rescue
commit"
create a rescue configuration from the current active configurations,request system configuration rescue save,"Use the following command in the operational mode:
request system configuration rescue save"
Save the current configuration as the rescue configuration,request system configuration rescue save,"Use the following command in the operational mode:
request system configuration rescue save"
Delete the rescue configuration,request system configuration rescue delete,"Use the following command in the operational mode:
request system configuration rescue delete"
Remove the rescue configuration,request system configuration rescue delete,"Use the following command in the operational mode:
request system configuration rescue delete"
Enable IP source guard on all vlans,set ethernet-switching-options secure-access-port vlan all ip-source-guard,"Use the following command in the configuration mode:
set ethernet-switching-options secure-access-port vlan all ip-source-guard
commit"
Enable IP source guard on FIN vlan,set ethernet-switching-options secure-access-port vlan <valn-name-or-id> ip-source-guard,"Use the following command in the configuration mode:
set ethernet-switching-options secure-access-port vlan FIN ip-source-guard
commit"
how to configure IP source guard on a vlan,set ethernet-switching-options secure-access-port vlan <valn-name-or-id> ip-source-guard,"Use the following command in the configuration mode:
set ethernet-switching-options secure-access-port vlan <valn-name-or-id> ip-source-guard
commit"
Disable IP source guard on CAM vlan,set ethernet-switching-options secure-access-port vlan <valn-name-or-id> no-ip-source-guard,"Use the following command in the configuration mode:
set ethernet-switching-options secure-access-port vlan CAM no-ip-source-guard
commit"
