business name,business type,business arrival time ,business end time,business duration,business load volume,names of devices passed by the business,network resources consumed by each device,network functions required for business transmission,various performance requirements of the business
VR/AR,network service,2022110413,2022111008,501786000,356,"Wireless network, transmission network, core network, application server",0.0082%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Bandwidth > 760Mbps
gaming,digital content provision,2023082006,2023083117,989262000,816,"Wireless network, transmission network, core network, application server",0.0324%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 310Mbps, Packet Loss Rate < 0.69%, Latency < 23.0ms"
e-commerce,network service,2022122010,2022122522,477322000,4308,"Wireless network, transmission network, core network, application server",0.0004%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 32.2ms, Bandwidth > 310Mbps, Packet Loss Rate < 0.45%"
VR/AR,network service,2023051302,2023051906,532569000,1338,"Wireless network, transmission network, core network, application server",0.0339%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Jitter < 26.5ms
e-commerce,network service,2023011317,2023012322,882011000,1636,"Wireless network, transmission network, core network, application server",0.0558%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.20%, Latency < 46.4ms"
digital publishing,digital content provision,2022010612,2022011119,456345000,1884,"Wireless network, transmission network, core network, application server",0.0684%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 18.0ms, Latency < 47.9ms, Bandwidth > 740Mbps"
streaming media service,online service,2022011711,2022012618,802116000,1879,"Wireless network, transmission network, core network, application server",0.0703%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 40.1ms, Jitter < 40.6ms, Packet Loss Rate < 0.54%"
web browsing,network service,2022102115,2022102623,460145000,1857,"Wireless network, transmission network, core network, application server",0.0468%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Bandwidth > 620Mbps
video conferencing,communication service,2022110814,2022111621,715657000,815,"Wireless network, transmission network, core network, application server",0.0343%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Bandwidth > 860Mbps
digital publishing,digital content provision,2022021316,2022021423,109852000,814,"Wireless network, transmission network, core network, application server",0.0326%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Packet Loss Rate < 0.07%
online transactions,network service,2023030505,2023031213,635368000,1004,"Wireless network, transmission network, core network, application server",0.0272%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 27.6ms, Packet Loss Rate < 0.34%"
web browsing,network service,2022051100,2022052404,1138906000,440,"Wireless network, transmission network, core network, application server",0.0152%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 650Mbps, Jitter < 44.2ms, Latency < 10.5ms"
online transactions,network service,2022082422,2022082605,114510000,733,"Wireless network, transmission network, core network, application server",0.0078%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 76.6ms, Bandwidth > 770Mbps"
online transactions,network service,2022042805,2022050305,429049000,607,"Wireless network, transmission network, core network, application server",0.0001%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 75.4ms, Bandwidth > 400Mbps"
e-commerce,network service,2022101810,2022102120,295406000,733,"Wireless network, transmission network, core network, application server",0.0146%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 15.8ms, Bandwidth > 540Mbps, Packet Loss Rate < 0.40%"
cloud computing services,online service,2022021507,2022021616,115876000,58939,"Wireless network, transmission network, core network, application server",0.0322%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 4.9ms, Latency < 13.1ms, Bandwidth > 550Mbps"
gaming,digital content provision,2023072416,2023080606,1088901000,412,"Wireless network, transmission network, core network, application server",0.0118%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 240Mbps, Jitter < 62.5ms"
web browsing,network service,2022070505,2022071220,656621000,78500,"Wireless network, transmission network, core network, application server",0.0199%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 660Mbps, Packet Loss Rate < 0.93%"
web browsing,network service,2022091202,2022092514,1163592000,1104,"Wireless network, transmission network, core network, application server",0.0006%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Latency < 16.8ms
streaming media service,online service,2023051223,2023052415,1006087000,626,"Wireless network, transmission network, core network, application server",0.0010%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 60Mbps, Packet Loss Rate < 0.47%"
digital publishing,digital content provision,2023090215,2023090601,295030000,946,"Wireless network, transmission network, core network, application server",0.0019%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 97.4ms, Latency < 32.8ms, Packet Loss Rate < 0.36%"
online transactions,network service,2022090315,2022091703,1166031000,747,"Wireless network, transmission network, core network, application server",0.0016%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.34%, Bandwidth > 790Mbps, Latency < 14.5ms"
